Experiment #,m/z,Compound,MT_sec,FPhe_RMT,Drug Class,pKa,logP,Van der Waals volume
12,310.1413,Fluoxetine,1113.9,0.93408805,Antidepressants,9.8,4.17,274.24
12,310.2165,Methadone,1117.86,0.937408805,Opioid,9.12,5.01,322.45
12,315.1623,Clomipramine,1112.88,0.933232704,Antidepressants,9.2,4.88,299.69
12,316.1543,Oxycodone,1100.94,0.923220126,Opioid,8.77,1.03,283.21
12,325.1711,Citalopram,1129.8,0.947421384,Antidepressants,9.78,3.76,303.78
12,326.0855,Midazolam,1089,0.913207547,Anesthetic,6.19,3.97,266.62
12,328.1543,Naloxone,1118.88,0.938264151,Opioid,8.39,1.48,291.96
12,337.2274,Fentanyl,1163.64,0.975798742,Opioid,8.77,3.82,339.46
12,339.1543,6-acetylmorphine,1141.74,0.957433962,Opioid,9.08,1.31,292.18
12,340.2271,Propoxyphene,1142.76,0.958289308,Opioid,9.52,4.9,348.13
12,342.17,Naltrexone,1157.7,0.97081761,Other,9.35,1.27,304.76
12,372.1586,Trazadone,1168.62,0.979974843,Antidepressants,7.09,3.13,326.98
12,388.1586,Flurazepam,1106.94,0.928251572,Sedative,8.71,3.95,346.17
12,399.2278,Mitragynine,1201.44,1.007496855,Opioid,7.04,3.3,376.57
13,141.1435,Amphetamine-d5,785.64,0.797053811,Internal Standard,10.01,1.8,144.86
13,172.1332,Gabapentin,846.36,0.858655953,Other,9.91,-1.27,176.16
13,177.1022,Cotinine,805.56,0.817263209,Other,4.79,0.21,165.31
13,178.1226,Mephedrone,832.44,0.844533723,Amphetamine,8.05,2.12,181.62
13,184.0768,F-Phe,985.68,1,Internal Standard,9.45,-1.04,160.46
13,194.1176,MDMA,829.44,0.841490139,Amphetamine,10.14,1.86,185.76
13,208.0968,Methylone,840.42,0.852629657,Amphetamine,7.96,1.23,188.09
13,208.1332,MDEA,859.32,0.871804237,Amphetamine,10.22,2.22,202.74
13,222.1852,Tapentadol,893.16,0.906135866,Opioid,9.6,2.96,240.11
13,224.0837,Norketamine,859.32,0.871804237,Anesthetic,7.27,2.91,201.26
13,233.1648,Norfentanyl,880.2,0.892987582,Opioid,10.03,1.42,234.04
13,234.1489,Methylphenidate,883.2,0.896031166,Stimulant,9.09,2.25,230.61
13,234.1489,Normeperidine,864.3,0.876856586,Anesthetic,9.33,2.07,231.03
13,238.0993,Ketamine,863.28,0.875821768,Anesthetic,7.16,3.35,218.93
13,244.206,Phencyclidine,894.12,0.907109813,Anesthetic,10.56,4.49,260.25
13,248.1645,Meperidine,876.24,0.888970051,Anesthetic,8.16,2.46,248.67
13,256.1696,Diphenhydramine,888.18,0.901083516,Other,8.87,3.65,260.13
13,264.1747,Nortriptyline,906.06,0.919223277,Antidepressants,10.47,4.43,265.01
13,264.1958,Tramadol,917.04,0.930362795,Opioid,9.23,2.45,272.29
13,267.1856,Desipramine,902.1,0.915205746,Antidepressants,10.02,3.9,268
13,271.0633,Nordiazepam,927,0.940467495,Sedative,2.85,3.21,225.42
13,276.1594,MDPV,913.02,0.926284393,Stimulant,7.31,2.99,262.5
13,278.1903,Amitriptyline,909.06,0.922266861,Antidepressants,9.76,4.81,282.76
13,278.1903,EDDP,889.14,0.902057463,Opioid,9.64,4.63,282.49
13,278.2115,Venlafaxine,931.92,0.945458972,Antidepressants,8.91,2.74,289.28
13,280.1696,Doxepin,908.04,0.921232043,Antidepressants,9.76,3.84,274.85
13,281.2012,Imipramine,906.06,0.919223277,Antidepressants,9.2,4.28,285.75
13,282.0873,Nitrazepam,986.7,1.001034819,Sedative,2.65,2.55,233.74
13,284.1194,7-aminoflunitrazepam,876.24,0.888970051,Sedative,3.32,1.79,244.9
13,285.0789,Diazepam,937.92,0.951546141,Sedative,2.92,3.08,242.85
13,286.0742,7-aminoclonazepam,881.22,0.894022401,Sedative,3.37,2.53,235.66
13,286.1438,Hydromorphone,888.18,0.901083516,Opioid,9.08,1.47,256.88
13,286.1438,Morphine,888.18,0.901083516,Opioid,9.12,0.9,255.64
13,286.1438,Norhydrocodone,888.18,0.901083516,Opioid,10.13,1.58,256.72
13,290.1387,Benzoylecgonine,1029.48,1.044436328,Stimulant,9.54,-0.59,264.87
13,298.126,Duloxetine,917.04,0.930362795,Antidepressants,9.7,4.2,276.98
13,300.1594,Codeine,895.14,0.908144631,Opioid,13.78,1.34,273.31
13,300.1594,Hydrocodone,895.14,0.908144631,Opioid,9.17,1.96,274.49
13,302.1387,Noroxycodone,913.02,0.926284393,Opioid,9.56,0.65,265.49
13,302.1387,Oxymorphone,913.02,0.926284393,Opioid,8.75,0.64,265.48
13,302.1751,Dihydrocodeine,909.06,0.922266861,Opioid,9.33,1.55,280.95
13,308.1757,Zolpidem,951.84,0.965668371,Sedative,3.02,3.02,291.81
13,310.1413,Fluoxetine,924.96,0.938397857,Antidepressants,9.8,4.17,274.24
13,310.2165,Methadone,927,0.940467495,Opioid,9.12,5.01,322.45
13,315.1623,Clomipramine,922.98,0.936389092,Antidepressants,9.2,4.88,299.69
13,316.1543,Oxycodone,914.04,0.927319211,Opioid,8.77,1.03,283.21
13,325.1711,Citalopram,934.92,0.948502557,Antidepressants,9.78,3.76,303.78
13,326.0855,Midazolam,908.04,0.921232043,Anesthetic,6.19,3.97,266.62
13,328.1543,Naloxone,928.98,0.94247626,Opioid,8.39,1.48,291.96
13,337.2274,Fentanyl,961.8,0.97577307,Opioid,8.77,3.82,339.46
13,340.2271,Propoxyphene,945.9,0.959642075,Opioid,9.52,4.9,348.13
13,341.1543,6-acetylmorphine,944.88,0.958607256,Opioid,9.08,1.31,292.18
13,342.17,Naltrexone,954.84,0.968711955,Other,9.35,1.27,304.76
13,372.1586,Trazadone,965.76,0.979790601,Antidepressants,7.09,3.13,326.98
13,388.1586,Flurazepam,922.02,0.935415145,Sedative,8.71,3.95,346.17
13,399.2278,Mitragynine,990.66,1.00505235,Opioid,7.04,3.3,376.57
14,141.1435,Amphetamine-d5,757.2,0.794360169,Internal Standard,10.01,1.8,144.86
14,172.1332,Gabapentin,815.88,0.855919935,Other,9.91,-1.27,176.16
14,177.1022,Cotinine,777.06,0.815194813,Other,4.79,0.21,165.31
14,178.1226,Mephedrone,801.96,0.8413168,Amphetamine,8.05,2.12,181.62
14,184.0768,F-Phe,953.22,1,Internal Standard,9.45,-1.04,160.46
14,194.1176,MDMA,798,0.83716246,Amphetamine,10.14,1.86,185.76
14,208.0968,Methylone,809.94,0.849688424,Amphetamine,7.96,1.23,188.09
14,208.1332,MDEA,829.8,0.870523069,Amphetamine,10.22,2.22,202.74
14,222.1852,Tapentadol,862.68,0.90501668,Opioid,9.6,2.96,240.11
14,224.0837,Norketamine,828.84,0.869515956,Anesthetic,7.27,2.91,201.26
14,233.1648,Norfentanyl,849.72,0.891420658,Opioid,10.03,1.42,234.04
14,234.1489,Methylphenidate,852.72,0.894567886,Stimulant,9.09,2.25,230.61
14,234.1489,Normeperidine,834.78,0.875747466,Anesthetic,9.33,2.07,231.03
14,238.0993,Ketamine,832.8,0.873670296,Anesthetic,7.16,3.35,218.93
14,244.206,Phencyclidine,865.68,0.908163908,Anesthetic,10.56,4.49,260.25
14,248.1645,Meperidine,845.76,0.887266318,Anesthetic,8.16,2.46,248.67
14,256.1696,Diphenhydramine,857.7,0.899792283,Other,8.87,3.65,260.13
14,264.1747,Nortriptyline,874.62,0.917542645,Antidepressants,10.47,4.43,265.01
14,264.1958,Tramadol,885.54,0.928998552,Opioid,9.23,2.45,272.29
14,267.1856,Desipramine,871.62,0.914395418,Antidepressants,10.02,3.9,268
14,271.0633,Nordiazepam,894.48,0.93837729,Sedative,2.85,3.21,225.42
14,276.1594,MDPV,881.58,0.924844212,Stimulant,7.31,2.99,262.5
14,278.1903,Amitriptyline,878.58,0.921696985,Antidepressants,9.76,4.81,282.76
14,278.1903,EDDP,857.7,0.899792283,Opioid,9.64,4.63,282.49
14,278.2115,Venlafaxine,900.48,0.944671744,Antidepressants,8.91,2.74,289.28
14,280.1696,Doxepin,876.6,0.919619815,Antidepressants,9.76,3.84,274.85
14,281.2012,Imipramine,874.62,0.917542645,Antidepressants,9.2,4.28,285.75
14,282.0873,Nitrazepam,956.22,1.003147227,Sedative,2.65,2.55,233.74
14,284.1194,7-aminoflunitrazepam,848.76,0.890413546,Sedative,3.32,1.79,244.9
14,285.0789,Diazepam,905.46,0.949896141,Sedative,2.92,3.08,242.85
14,286.0742,7-aminoclonazepam,851.7,0.893497828,Sedative,3.37,2.53,235.66
14,286.1438,Hydromorphone,866.64,0.90917102,Opioid,9.08,1.47,256.88
14,286.1438,Morphine,866.64,0.90917102,Opioid,9.12,0.9,255.64
14,286.1438,Norhydrocodone,866.64,0.90917102,Opioid,10.13,1.58,256.72
14,290.1387,Benzoylecgonine,997.02,1.045949518,Stimulant,9.54,-0.59,264.87
14,298.126,Duloxetine,886.56,0.93006861,Antidepressants,9.7,4.2,276.98
14,300.1594,Codeine,863.64,0.906023793,Opioid,13.78,1.34,273.31
14,300.1594,Hydrocodone,863.64,0.906023793,Opioid,9.17,1.96,274.49
14,302.1387,Noroxycodone,885.54,0.928998552,Opioid,9.56,0.65,265.49
14,302.1387,Oxymorphone,885.54,0.928998552,Opioid,8.75,0.64,265.48
14,302.1751,Dihydrocodeine,878.58,0.921696985,Opioid,9.33,1.55,280.95
14,308.1757,Zolpidem,919.38,0.964499276,Sedative,3.02,3.02,291.81
14,310.1413,Fluoxetine,892.5,0.93630012,Antidepressants,9.8,4.17,274.24
14,310.2165,Methadone,895.5,0.939447347,Opioid,9.12,5.01,322.45
14,315.1623,Clomipramine,893.52,0.937370177,Antidepressants,9.2,4.88,299.69
14,316.1543,Oxycodone,882.54,0.925851325,Opioid,8.77,1.03,283.21
14,325.1711,Citalopram,904.44,0.948826084,Antidepressants,9.78,3.76,303.78
14,326.0855,Midazolam,875.58,0.918549758,Anesthetic,6.19,3.97,266.62
14,328.1543,Naloxone,897.48,0.941524517,Opioid,8.39,1.48,291.96
14,337.2274,Fentanyl,931.32,0.977025241,Opioid,8.77,3.82,339.46
14,340.2271,Propoxyphene,914.4,0.959274879,Opioid,9.52,4.9,348.13
14,342.1543,6-acetylmorphine,913.44,0.958267766,Opioid,9.08,1.31,292.18
14,342.17,Naltrexone,924.36,0.969723673,Other,9.35,1.27,304.76
14,372.1586,Trazadone,935.28,0.981179581,Antidepressants,7.09,3.13,326.98
14,388.1586,Flurazepam,892.5,0.93630012,Sedative,8.71,3.95,346.17
14,399.2278,Mitragynine,957.18,1.00415434,Opioid,7.04,3.3,376.57
15,141.1435,Amphetamine-d5,763.32,0.789891966,Internal Standard,10.01,1.8,144.86
15,160.1332,Pregabalin,801.12,0.829007823,Other,10.23,-1.35,170.24
15,172.1332,Gabapentin,824.04,0.852725692,Other,9.91,-1.27,176.16
15,177.1022,Cotinine,783.24,0.810505402,Other,4.79,0.21,165.31
15,178.1226,Mephedrone,809.1,0.837265615,Amphetamine,8.05,2.12,181.62
15,184.0768,F-Phe,966.36,1,Internal Standard,9.45,-1.04,160.46
15,194.1176,MDMA,806.1,0.834161182,Amphetamine,10.14,1.86,185.76
15,208.0968,Methylone,817.08,0.845523407,Amphetamine,7.96,1.23,188.09
15,208.1332,MDEA,837,0.866136843,Amphetamine,10.22,2.22,202.74
15,222.1852,Tapentadol,870.78,0.90109276,Opioid,9.6,2.96,240.11
15,224.0837,Norketamine,837,0.866136843,Anesthetic,7.27,2.91,201.26
15,233.1648,Norfentanyl,858.84,0.888737117,Opioid,10.03,1.42,234.04
15,234.1489,Methylphenidate,860.88,0.890848131,Stimulant,9.09,2.25,230.61
15,234.1489,Normeperidine,841.92,0.871228114,Anesthetic,9.33,2.07,231.03
15,238.0993,Ketamine,839.94,0.869179188,Anesthetic,7.16,3.35,218.93
15,248.1645,Meperidine,853.86,0.883583758,Anesthetic,8.16,2.46,248.67
15,256.1696,Diphenhydramine,865.8,0.895939401,Other,8.87,3.65,260.13
15,264.1747,Nortriptyline,884.76,0.915559419,Antidepressants,10.47,4.43,265.01
15,264.1958,Tramadol,894.66,0.925804048,Opioid,9.23,2.45,272.29
15,267.1856,Desipramine,879.78,0.91040606,Antidepressants,10.02,3.9,268
15,271.0633,Nordiazepam,904.62,0.936110766,Sedative,2.85,3.21,225.42
15,276.1594,MDPV,890.7,0.921706196,Stimulant,7.31,2.99,262.5
15,278.1903,Amitriptyline,886.74,0.917608345,Antidepressants,9.76,4.81,282.76
15,278.1903,EDDP,865.8,0.895939401,Opioid,9.64,4.63,282.49
15,278.2115,Venlafaxine,910.62,0.942319632,Antidepressants,8.91,2.74,289.28
15,280.1696,Doxepin,885.72,0.916552837,Antidepressants,9.76,3.84,274.85
15,281.2012,Imipramine,883.74,0.914503912,Antidepressants,9.2,4.28,285.75
15,282.0873,Nitrazepam,969.3,1.003042344,Sedative,2.65,2.55,233.74
15,284.1194,7-aminoflunitrazepam,857.88,0.887743698,Sedative,3.32,1.79,244.9
15,285.0789,Diazepam,916.56,0.94846641,Sedative,2.92,3.08,242.85
15,286.0742,7-aminoclonazepam,860.88,0.890848131,Sedative,3.37,2.53,235.66
15,286.1438,Hydromorphone,885.72,0.916552837,Opioid,9.08,1.47,256.88
15,286.1438,Morphine,885.72,0.916552837,Opioid,9.12,0.9,255.64
15,286.1438,Norhydrocodone,885.72,0.916552837,Opioid,10.13,1.58,256.72
15,290.1387,Benzoylecgonine,1011.12,1.046318142,Stimulant,9.54,-0.59,264.87
15,298.126,Duloxetine,896.7,0.927915063,Antidepressants,9.7,4.2,276.98
15,300.1594,Codeine,871.8,0.902148268,Opioid,13.78,1.34,273.31
15,300.1594,Hydrocodone,871.8,0.902148268,Opioid,9.17,1.96,274.49
15,302.1387,Noroxycodone,896.7,0.927915063,Opioid,9.56,0.65,265.49
15,302.1387,Oxymorphone,896.7,0.927915063,Opioid,8.75,0.64,265.48
15,302.1751,Dihydrocodeine,886.74,0.917608345,Opioid,9.33,1.55,280.95
15,308.1757,Zolpidem,928.5,0.960822054,Sedative,3.02,3.02,291.81
15,310.1413,Fluoxetine,902.64,0.93406184,Antidepressants,9.8,4.17,274.24
15,310.2165,Methadone,904.62,0.936110766,Opioid,9.12,5.01,322.45
15,315.1623,Clomipramine,900.66,0.932012914,Antidepressants,9.2,4.88,299.69
15,316.1543,Oxycodone,891.72,0.922761704,Opioid,8.77,1.03,283.21
15,325.1711,Citalopram,914.58,0.946417484,Antidepressants,9.78,3.76,303.78
15,326.0855,Midazolam,886.74,0.917608345,Anesthetic,6.19,3.97,266.62
15,328.1543,Naloxone,906.6,0.938159692,Opioid,8.39,1.48,291.96
15,337.2274,Fentanyl,940.44,0.973177698,Opioid,8.77,3.82,339.46
15,340.2271,Propoxyphene,922.56,0.954675276,Opioid,9.52,4.9,348.13
15,342.17,Naltrexone,934.5,0.96703092,Other,9.35,1.27,304.76
15,343.1543,6-acetylmorphine,923.52,0.955668695,Opioid,9.08,1.31,292.18
15,372.1586,Trazadone,945.42,0.978331057,Antidepressants,7.09,3.13,326.98
15,388.1586,Flurazepam,902.64,0.93406184,Sedative,8.71,3.95,346.17
15,399.2278,Mitragynine,971.34,1.005153359,Opioid,7.04,3.3,376.57
16,141.1435,Amphetamine-d5,757.2,0.786979297,Internal Standard,10.01,1.8,144.86
16,172.1332,Gabapentin,818.88,0.851085059,Other,9.91,-1.27,176.16
16,177.1022,Cotinine,778.08,0.808680469,Other,4.79,0.21,165.31
16,178.1226,Mephedrone,803.94,0.835557496,Amphetamine,8.05,2.12,181.62
16,184.0768,F-Phe,962.16,1,Internal Standard,9.45,-1.04,160.46
16,194.1176,MDMA,799.98,0.831441756,Amphetamine,10.14,1.86,185.76
16,208.0968,Methylone,811.92,0.843851334,Amphetamine,7.96,1.23,188.09
16,208.1332,MDEA,831.84,0.864554752,Amphetamine,10.22,2.22,202.74
16,222.1852,Tapentadol,866.64,0.900723372,Opioid,9.6,2.96,240.11
16,224.0837,Norketamine,830.82,0.863494637,Anesthetic,7.27,2.91,201.26
16,233.1648,Norfentanyl,853.74,0.887316039,Opioid,10.03,1.42,234.04
16,234.1489,Methylphenidate,855.72,0.889373909,Stimulant,9.09,2.25,230.61
16,234.1489,Normeperidine,837.78,0.870728361,Anesthetic,9.33,2.07,231.03
16,238.0993,Ketamine,835.8,0.868670491,Anesthetic,7.16,3.35,218.93
16,244.206,Phencyclidine,869.64,0.903841357,Anesthetic,10.56,4.49,260.25
16,248.1645,Meperidine,848.76,0.882140185,Anesthetic,8.16,2.46,248.67
16,256.1696,Diphenhydramine,860.7,0.894549763,Other,8.87,3.65,260.13
16,264.1747,Nortriptyline,878.58,0.913132951,Antidepressants,10.47,4.43,265.01
16,264.1958,Tramadol,890.52,0.925542529,Opioid,9.23,2.45,272.29
16,267.1856,Desipramine,874.62,0.909017211,Antidepressants,10.02,3.9,268
16,271.0633,Nordiazepam,900.48,0.935894238,Sedative,2.85,3.21,225.42
16,276.1594,MDPV,885.54,0.920366675,Stimulant,7.31,2.99,262.5
16,278.1903,Amitriptyline,881.58,0.916250935,Antidepressants,9.76,4.81,282.76
16,278.1903,EDDP,861.66,0.895547518,Opioid,9.64,4.63,282.49
16,278.2115,Venlafaxine,905.46,0.941070092,Antidepressants,8.91,2.74,289.28
16,280.1696,Doxepin,881.58,0.916250935,Antidepressants,9.76,3.84,274.85
16,281.2012,Imipramine,879.6,0.914193066,Antidepressants,9.2,4.28,285.75
16,282.0873,Nitrazepam,966.18,1.004178099,Sedative,2.65,2.55,233.74
16,284.1194,7-aminoflunitrazepam,853.74,0.887316039,Sedative,3.32,1.79,244.9
16,285.0789,Diazepam,912.42,0.948303816,Sedative,2.92,3.08,242.85
16,286.0742,7-aminoclonazepam,857.7,0.891431778,Sedative,3.37,2.53,235.66
16,286.1438,Hydromorphone,871.62,0.905899227,Opioid,9.08,1.47,256.88
16,286.1438,Morphine,871.62,0.905899227,Opioid,9.12,0.9,255.64
16,286.1438,Norhydrocodone,871.62,0.905899227,Opioid,10.13,1.58,256.72
16,290.1387,Benzoylecgonine,1008.96,1.048640559,Stimulant,9.54,-0.59,264.87
16,298.126,Duloxetine,890.52,0.925542529,Antidepressants,9.7,4.2,276.98
16,300.1594,Codeine,866.64,0.900723372,Opioid,13.78,1.34,273.31
16,300.1594,Hydrocodone,866.64,0.900723372,Opioid,9.17,1.96,274.49
16,302.1387,Noroxycodone,887.52,0.922424545,Opioid,9.56,0.65,265.49
16,302.1387,Oxymorphone,887.52,0.922424545,Opioid,8.75,0.64,265.48
16,302.1751,Dihydrocodeine,882.6,0.91731105,Opioid,9.33,1.55,280.95
16,308.1757,Zolpidem,924.36,0.960713395,Sedative,3.02,3.02,291.81
16,310.1413,Fluoxetine,897.48,0.932776253,Antidepressants,9.8,4.17,274.24
16,310.2165,Methadone,900.48,0.935894238,Opioid,9.12,5.01,322.45
16,315.1623,Clomipramine,895.5,0.930718384,Antidepressants,9.2,4.88,299.69
16,316.1543,Oxycodone,887.52,0.922424545,Opioid,8.77,1.03,283.21
16,325.1711,Citalopram,909.42,0.945185832,Antidepressants,9.78,3.76,303.78
16,326.0855,Midazolam,881.58,0.916250935,Anesthetic,6.19,3.97,266.62
16,328.1543,Naloxone,902.46,0.937952108,Opioid,8.39,1.48,291.96
16,337.2274,Fentanyl,934.32,0.971065104,Opioid,8.77,3.82,339.46
16,340.2271,Propoxyphene,918.42,0.954539785,Opioid,9.52,4.9,348.13
16,342.17,Naltrexone,930.36,0.966949364,Other,9.35,1.27,304.76
16,344.1543,6-acetylmorphine,919.38,0.955537541,Opioid,9.08,1.31,292.18
16,372.1586,Trazadone,941.28,0.978298828,Antidepressants,7.09,3.13,326.98
16,388.1586,Flurazepam,897.48,0.932776253,Sedative,8.71,3.95,346.17
16,399.2278,Mitragynine,966.18,1.004178099,Opioid,7.04,3.3,376.57
17,141.1435,Amphetamine-d5,745.38,0.790921245,Internal Standard,10.01,1.8,144.86
17,172.1332,Gabapentin,804.06,0.853186477,Other,9.91,-1.27,176.16
17,177.1022,Cotinine,765.3,0.812058318,Other,4.79,0.21,165.31
17,178.1226,Mephedrone,790.14,0.838415993,Amphetamine,8.05,2.12,181.62
17,184.0768,F-Phe,942.42,1,Internal Standard,9.45,-1.04,160.46
17,194.1176,MDMA,787.14,0.835232699,Amphetamine,10.14,1.86,185.76
17,208.0968,Methylone,797.1,0.845801235,Amphetamine,7.96,1.23,188.09
17,208.1332,MDEA,818.04,0.868020628,Amphetamine,10.22,2.22,202.74
17,222.1852,Tapentadol,849.84,0.901763545,Opioid,9.6,2.96,240.11
17,224.0837,Norketamine,816,0.865855988,Anesthetic,7.27,2.91,201.26
17,233.1648,Norfentanyl,837.9,0.889094035,Opioid,10.03,1.42,234.04
17,234.1489,Methylphenidate,839.88,0.891195009,Stimulant,9.09,2.25,230.61
17,234.1489,Normeperidine,822,0.872222576,Anesthetic,9.33,2.07,231.03
17,238.0993,Ketamine,820.98,0.871140256,Anesthetic,7.16,3.35,218.93
17,248.1645,Meperidine,833.94,0.884892086,Anesthetic,8.16,2.46,248.67
17,256.1696,Diphenhydramine,844.86,0.896479277,Other,8.87,3.65,260.13
17,264.1747,Nortriptyline,862.8,0.915515375,Antidepressants,10.47,4.43,265.01
17,264.1958,Tramadol,872.76,0.926083912,Opioid,9.23,2.45,272.29
17,267.1856,Desipramine,858.84,0.911313427,Antidepressants,10.02,3.9,268
17,271.0633,Nordiazepam,883.68,0.937671102,Sedative,2.85,3.21,225.42
17,276.1594,MDPV,868.74,0.921818298,Stimulant,7.31,2.99,262.5
17,278.1903,Amitriptyline,865.8,0.918698669,Antidepressants,9.76,4.81,282.76
17,278.1903,EDDP,844.86,0.896479277,Opioid,9.64,4.63,282.49
17,278.2115,Venlafaxine,887.7,0.941936716,Antidepressants,8.91,2.74,289.28
17,280.1696,Doxepin,864.78,0.917616349,Antidepressants,9.76,3.84,274.85
17,281.2012,Imipramine,861.78,0.914433055,Antidepressants,9.2,4.28,285.75
17,282.0873,Nitrazepam,945.36,1.003119628,Sedative,2.65,2.55,233.74
17,284.1194,7-aminoflunitrazepam,838.92,0.890176354,Sedative,3.32,1.79,244.9
17,285.0789,Diazepam,894.66,0.949321958,Sedative,2.92,3.08,242.85
17,286.0742,7-aminoclonazepam,841.92,0.893359649,Sedative,3.37,2.53,235.66
17,286.1438,Hydromorphone,845.88,0.897561597,Opioid,9.08,1.47,256.88
17,286.1438,Morphine,845.88,0.897561597,Opioid,9.12,0.9,255.64
17,286.1438,Norhydrocodone,845.88,0.897561597,Opioid,10.13,1.58,256.72
17,290.1387,Benzoylecgonine,985.2,1.045393773,Stimulant,9.54,-0.59,264.87
17,298.126,Duloxetine,872.76,0.926083912,Antidepressants,9.7,4.2,276.98
17,300.1594,Codeine,850.86,0.902845865,Opioid,13.78,1.34,273.31
17,300.1594,Hydrocodone,850.86,0.902845865,Opioid,9.17,1.96,274.49
17,302.1387,Noroxycodone,871.74,0.925001592,Opioid,9.56,0.65,265.49
17,302.1387,Oxymorphone,871.74,0.925001592,Opioid,8.75,0.64,265.48
17,302.1751,Dihydrocodeine,865.8,0.918698669,Opioid,9.33,1.55,280.95
17,308.1757,Zolpidem,906.6,0.961991469,Sedative,3.02,3.02,291.81
17,310.1413,Fluoxetine,880.68,0.934487808,Antidepressants,9.8,4.17,274.24
17,310.2165,Methadone,882.72,0.936652448,Opioid,9.12,5.01,322.45
17,315.1623,Clomipramine,877.74,0.93136818,Antidepressants,9.2,4.88,299.69
17,316.1543,Oxycodone,870.78,0.923982938,Opioid,8.77,1.03,283.21
17,325.1711,Citalopram,891.66,0.946138664,Antidepressants,9.78,3.76,303.78
17,326.0855,Midazolam,865.8,0.918698669,Anesthetic,6.19,3.97,266.62
17,328.1543,Naloxone,884.7,0.938753422,Opioid,8.39,1.48,291.96
17,337.2274,Fentanyl,915.54,0.971477685,Opioid,8.77,3.82,339.46
17,340.2271,Propoxyphene,900.6,0.955624881,Opioid,9.52,4.9,348.13
17,342.17,Naltrexone,911.58,0.967275737,Other,9.35,1.27,304.76
17,345.1543,6-acetylmorphine,900.6,0.955624881,Opioid,9.08,1.31,292.18
17,372.1586,Trazadone,922.5,0.978862927,Antidepressants,7.09,3.13,326.98
17,388.1586,Flurazepam,879.72,0.933469154,Sedative,8.71,3.95,346.17
17,399.2278,Mitragynine,946.38,1.004201948,Opioid,7.04,3.3,376.57
18,141.1435,Amphetamine-d5,745.26,0.790039435,Internal Standard,10.01,1.8,144.86
18,177.1022,Cotinine,765.18,0.811156341,Other,4.79,0.21,165.31
18,178.1226,Mephedrone,792.06,0.839651444,Amphetamine,8.05,2.12,181.62
18,184.0768,F-Phe,943.32,1,Internal Standard,9.45,-1.04,160.46
18,194.1176,MDMA,788.1,0.835453505,Amphetamine,10.14,1.86,185.76
18,208.0968,Methylone,798,0.845948353,Amphetamine,7.96,1.23,188.09
18,208.1332,MDEA,817.92,0.867065259,Amphetamine,10.22,2.22,202.74
18,222.1852,Tapentadol,850.74,0.90185727,Opioid,9.6,2.96,240.11
18,224.0837,Norketamine,817.92,0.867065259,Anesthetic,7.27,2.91,201.26
18,233.1648,Norfentanyl,837.84,0.888182165,Opioid,10.03,1.42,234.04
18,234.1489,Methylphenidate,840.84,0.891362422,Stimulant,9.09,2.25,230.61
18,234.1489,Normeperidine,822.9,0.872344485,Anesthetic,9.33,2.07,231.03
18,238.0993,Ketamine,821.88,0.871263198,Anesthetic,7.16,3.35,218.93
18,244.206,Phencyclidine,854.76,0.906118814,Anesthetic,10.56,4.49,260.25
18,248.1645,Meperidine,833.82,0.883920621,Anesthetic,8.16,2.46,248.67
18,256.1696,Diphenhydramine,844.8,0.895560361,Other,8.87,3.65,260.13
18,264.1747,Nortriptyline,861.72,0.913497011,Antidepressants,10.47,4.43,265.01
18,264.1958,Tramadol,873.66,0.926154433,Opioid,9.23,2.45,272.29
18,267.1856,Desipramine,858.72,0.910316754,Antidepressants,10.02,3.9,268
18,271.0633,Nordiazepam,881.64,0.934613917,Sedative,2.85,3.21,225.42
18,276.1594,MDPV,869.7,0.921956494,Stimulant,7.31,2.99,262.5
18,278.1903,Amitriptyline,867.66,0.919793919,Antidepressants,9.76,4.81,282.76
18,278.1903,EDDP,846.78,0.897659331,Opioid,9.64,4.63,282.49
18,278.2115,Venlafaxine,887.58,0.940910826,Antidepressants,8.91,2.74,289.28
18,281.2012,Imipramine,860.7,0.912415723,Antidepressants,9.2,4.28,285.75
18,282.0873,Nitrazepam,940.32,0.996819743,Sedative,2.65,2.55,233.74
18,284.1194,7-aminoflunitrazepam,833.82,0.883920621,Sedative,3.32,1.79,244.9
18,285.0789,Diazepam,892.56,0.946190052,Sedative,2.92,3.08,242.85
18,286.0742,7-aminoclonazepam,836.82,0.887100878,Sedative,3.37,2.53,235.66
18,286.1438,Hydromorphone,845.76,0.896578044,Opioid,9.08,1.47,256.88
18,286.1438,Morphine,845.76,0.896578044,Opioid,9.12,0.9,255.64
18,286.1438,Norhydrocodone,845.76,0.896578044,Opioid,10.13,1.58,256.72
18,290.1387,Benzoylecgonine,985.08,1.044269177,Stimulant,9.54,-0.59,264.87
18,298.126,Duloxetine,875.64,0.928253403,Antidepressants,9.7,4.2,276.98
18,300.1594,Codeine,851.76,0.902938557,Opioid,13.78,1.34,273.31
18,300.1594,Hydrocodone,851.76,0.902938557,Opioid,9.17,1.96,274.49
18,302.1387,Noroxycodone,867.66,0.919793919,Opioid,9.56,0.65,265.49
18,302.1387,Oxymorphone,867.66,0.919793919,Opioid,8.75,0.64,265.48
18,302.1751,Dihydrocodeine,865.68,0.91769495,Opioid,9.33,1.55,280.95
18,308.1757,Zolpidem,907.5,0.962027732,Sedative,3.02,3.02,291.81
